Title,Latitude,Longitude
RWG048333,51.5054125027,-0.2256661943
RWG048255,51.5063618124,-0.2375689326
RWG015202,51.5081226386,-0.2244588952
RWG048072,51.5243157837,-0.2264338182
RWG015247,51.5081498104,-0.2031599773
RWG015248,51.5150466356,-0.2084985234
RWG015287,51.517660637,-0.2059042182
RWG048295,51.5054666872,-0.2267364825
RWG102460,51.5022866619,-0.2265459887
RWG102461,51.5025257477,-0.2263623661
RWG048199,51.504684809,-0.2182525451
RWG048222,51.5042914301,-0.2185878916
RWG015447,51.5164765435,-0.2270112869
RWG015476,51.5216467855,-0.2281201795
RWG015546,51.515469756,-0.2367200331
RWG015489,51.506403475,-0.2321183283
RWG015556,51.5053343569,-0.2181909929
RWG048192,51.5183656485,-0.2276482562
RWG048193,51.5183897066,-0.2275005201
RWG048213,51.5111517852,-0.2316714883
RWG048215,51.5104918306,-0.2317463668
RWG048218,51.5042967445,-0.2188109137
RWG015483,51.5058018289,-0.2254471626
RWG048263,51.5138195479,-0.2260254268
RWG048264,51.5136600848,-0.2260579178
RWG048265,51.5137101306,-0.226121978
RWG015212,51.5056074837,-0.2239983269
RWG048223,51.5042790152,-0.2186621763
RWG048286,51.5061701881,-0.2299327024
RWG048318,51.5143771921,-0.2001076714
RWG048361,51.5257068695,-0.2071748172
RWG015200,51.5090966388,-0.22408834
RWG015502,51.5065217777,-0.2367422664
RWG015493,51.506491395,-0.2329295287
RWG015494,51.5065233067,-0.233226849
RWG015495,51.5065501108,-0.2341846001
RWG015572,51.5077398057,-0.2155605351
RWG015213,51.5056368978,-0.2238031553
RWG015228,51.5064463217,-0.2184762723
RWG048159,51.506863459,-0.2187068737
RWG048229,51.5109991116,-0.235353099
RWG048206,51.5117111197,-0.2332489299
RWG048210,51.5111006305,-0.2325850421
RWG048212,51.5110181809,-0.2317355023
RWG048196,51.5048197853,-0.2182862117
RWG048200,51.5046563828,-0.2182551819
RWG044182,51.5088238701,-0.1984395068
RWG048283,51.5094843353,-0.194565722
RWG048334,51.5031569197,-0.2288278655
RWG047991,51.5313275195,-0.2326815704
RWG015182,51.5306552624,-0.2364771221
RWG015184,51.530630824,-0.2360490821
RWG048220,51.504329481,-0.2185258515
RWG015501,51.5065487913,-0.2366833119
RWG014706,51.5090783243,-0.2423398013
RWG015426,51.5123858547,-0.2248810164
RWG015534,51.5136901249,-0.2292003937
RWG048221,51.5043192072,-0.2184602634
RWG048267,51.5306098645,-0.2355822381
RWG048268,51.5305991159,-0.23539334
RWG048330,51.5051990721,-0.2257498012
RWG014887,51.5025627365,-0.2293970666
RWG048211,51.5109384656,-0.2322141864
RWG102446,51.5169024957,-0.2090411263
RWG015477,51.5229282146,-0.2259068016
RWG015479,51.5242655142,-0.225128153
RWG044163,51.5057793339,-0.2114222436
RWG014940,51.5063735542,-0.2389297183
RWG014941,51.5065372856,-0.2390929901
RWG102485,51.5137601924,-0.2282980835
RWG048205,51.5116424954,-0.2321015543
RWG048209,51.5110792812,-0.2328729726
RWG014685,51.516549716,-0.2474118625
RWG014688,51.5152437049,-0.2489941088
RWG014689,51.5140709619,-0.2481584395
RWG015451,51.5226584688,-0.2085890308
RWG015465,51.5205306112,-0.210247178
RWG048142,51.5215224947,-0.218863874
RWG014733,51.5154537606,-0.1909639702
RWG014736,51.5156370783,-0.1900247434
RWG015472,51.5201395708,-0.2257185759
RWG015516,51.5066677969,-0.2384964897
RWG015300,51.5171742669,-0.2077210906
RWG015301,51.5070204526,-0.2080777335
RWG015250,51.514552365,-0.2101452033
RWG102436,51.5017046902,-0.2412476388
RWG044138,51.5017102413,-0.2412796741
RWG048114,51.5233843167,-0.2150275547
RWG048132,51.5249335369,-0.213004766
RWG102457,51.5124417752,-0.2130704469
RWG014924,51.5029919682,-0.2358583125
RWG014927,51.5067102636,-0.2413590236
RWG014705,51.5090765075,-0.2423911134
RWG015080,51.5025106511,-0.2427735105
RWG015081,51.5028855151,-0.2429774986
RWG015082,51.502951647,-0.2430177686
RWG015230,51.5168307568,-0.246994667
RWG015138,51.5033230002,-0.2433938759
RWG015334,51.5243996192,-0.2091053599
RWG048153,51.5126612538,-0.2247501014
RWG048173,51.5115121582,-0.2193343209
RWG102459,51.5063073404,-0.2312009322
RWG048281,51.5063073404,-0.2312009322
RWG048165,51.5131249947,-0.2129306963
RWG048166,51.5124433518,-0.2130570643
RWG048158,51.5135671875,-0.2139489558
RWG102429,51.5013944529,-0.2399993475
RWG015262,51.5174418037,-0.2099343462
RWG048140,51.5235380614,-0.2212719486
RWG015255,51.5167832847,-0.2102139191
RWG015260,51.5179892598,-0.2102687087
RWG015378,51.5237044709,-0.2061995612
RWG015469,51.520062042,-0.2247337015
RWG048284,51.5062251725,-0.2304449906
RWG015478,51.5197503359,-0.2282645431
RWG015214,51.5059363703,-0.2218585632
RWG102466,51.503141922,-0.2239443216
RWG014928,51.506594165,-0.2416801294
RWG048280,51.5142999366,-0.2347273302
RWG014931,51.5031642833,-0.2380332833
RWG108127,51.5157696078,-0.215364627
RWG015253,51.5158936326,-0.2091637841
RWG014966,51.5011691853,-0.24000855
RWG014967,51.5011446911,-0.2398174198
RWG014968,51.5014206041,-0.2403669396
RWG044146,51.5030396098,-0.2237808396
RWG102431,51.5014734259,-0.2401182969
RWG015032,51.5048229293,-0.2247907611
RWG015025,51.5028603219,-0.2243193521
RWG015027,51.5024641096,-0.2259144959
RWG015449,51.5224602794,-0.2077647244
RWG048181,51.5187888145,-0.2171869152
RWG048190,51.5177336127,-0.2108465606
RWG102486,51.513849247,-0.2281540323
RWG015361,51.523368835,-0.2069997995
RWG015621,51.5214165667,-0.2104356822
RWG015622,51.5216335271,-0.2107718305
RWG044181,51.50876914,-0.1989459131
RWG048154,51.5120410376,-0.2247653806
RWG015094,51.5043192757,-0.2437848354
RWG014958,51.5001954822,-0.2395382949
RWG015281,51.5088118407,-0.2072467631
RWG015448,51.5226601081,-0.2074406176
RWG015293,51.5173756962,-0.2067210519
RWG015305,51.5225162791,-0.2016607226
RWG015306,51.5070976136,-0.2079056068
RWG044153,51.5068036718,-0.2076627633
RWG048144,51.5150764716,-0.217311147
RWG102452,51.5155644358,-0.2165952382
RWG048317,51.5143052469,-0.2004486474
RWG015254,51.5166835897,-0.2102099684
RWG102430,51.5014362072,-0.2400505997
RWG014972,51.5015157473,-0.2409018907
RWG015471,51.5191393209,-0.2253486394
RWG014929,51.5056107064,-0.2433249368
RWG102427,51.5056107064,-0.2433249368
RWG014698,51.5156686491,-0.2420711444
RWG015274,51.5106138957,-0.2348330817
RWG015475,51.521590205,-0.2280636137
RWG015490,51.506414382,-0.232251047
RWG015496,51.5065455674,-0.2349700042
RWG015143,51.5153814244,-0.2030722872
RWG015653,51.5089563246,-0.2011203611
RWG048313,51.513034338,-0.219937646
RWG048315,51.5141305452,-0.2013898333
RWG048316,51.5142423068,-0.2006544213
RWG015634,51.5220416849,-0.2128216539
RWG044188,51.5093679788,-0.1951924501
RWG015307,51.516842429,-0.2092708095
RWG044154,51.5067898842,-0.2072310364
RWG015062,51.5173763246,-0.2178954342
RWG015063,51.5172327607,-0.2176670574
RWG015091,51.5145564131,-0.199427983
RWG015317,51.5167745195,-0.2058641758
RWG015323,51.5241251639,-0.2051254977
RWG015327,51.5253015268,-0.205916511
RWG015331,51.5250208421,-0.2057140251
RWG015405,51.5219139314,-0.2050531378
RWG015406,51.5217247842,-0.2046357464
RWG044164,51.5057467545,-0.2115654921
RWG044165,51.5056089506,-0.2122632703
RWG048312,51.5129991081,-0.2199318098
RWG015579,51.5066997485,-0.2145514112
RWG015581,51.5059608033,-0.2121415964
RWG015192,51.5135950475,-0.2178860207
RWG015194,51.5135539022,-0.2193618992
RWG015189,51.5121952745,-0.2187899566
RWG015167,51.5238933213,-0.2168117315
RWG015168,51.5185545647,-0.2186253998
RWG015145,51.5159842879,-0.2043915306
RWG015146,51.5159601213,-0.2047002173
RWG015201,51.5212933624,-0.2187285349
RWG015093,51.5142768377,-0.2008826708
RWG015096,51.5142790584,-0.200990292
RWG015099,51.5142221544,-0.2014412296
RWG102439,51.5155403415,-0.2024160723
RWG015203,51.5212490364,-0.2185467837
RWG015216,51.5168483053,-0.2173968767
RWG048238,51.5066332538,-0.2386019325
RWG048251,51.506396578,-0.235182904
RWG048254,51.5063623745,-0.2374588358
RWG015510,51.506363279,-0.2385497946
RWG015515,51.50663535,-0.2384946982
RWG015547,51.5153771197,-0.237894816
RWG015604,51.507450542,-0.2103892453
RWG044179,51.5069585313,-0.2069218303
RWG015609,51.5075733787,-0.2055537387
RWG015270,51.5134990724,-0.2070036521
RWG015271,51.5133908371,-0.2069324062
RWG015302,51.5169217284,-0.2089727545
RWG015304,51.5168827812,-0.2091648783
RWG044166,51.5052079045,-0.2142652039
RWG044167,51.5049741635,-0.2153734436
RWG015257,51.5173406535,-0.2100629727
RWG048351,51.5085576722,-0.203451022
RWG044152,51.507344607,-0.2052642848
RWG015231,51.5122919748,-0.2109027093
RWG015169,51.5237286647,-0.2170818626
RWG048319,51.514468421,-0.2001654233
RWG015164,51.5241408034,-0.21571313
RWG015166,51.518477843,-0.2186063087
RWG015592,51.5087865578,-0.2120370413
RWG015272,51.5127187537,-0.206514767
RWG015273,51.5108269813,-0.2053282371
RWG015652,51.5094344219,-0.201212592
RWG015036,51.5163032623,-0.2229255904
RWG015060,51.5171649723,-0.2187001834
RWG015514,51.5100053638,-0.2112805221
RWG044147,51.5021694968,-0.2423420733
RWG015242,51.5126174795,-0.2060912371
RWG015243,51.5126977186,-0.2062331035
RWG015245,51.5076337097,-0.2058353319
RWG015249,51.5085085786,-0.2034166106
RWG015221,51.5133602222,-0.2102172629
RWG015647,51.5109872729,-0.1998721512
RWG015649,51.5113653825,-0.2007277934
RWG015650,51.510566632,-0.1991355538
RWG014846,51.5166768486,-0.2007562653
RWG014849,51.5158104746,-0.2002624767
RWG014852,51.5164952419,-0.2024245743
RWG015129,51.5186161107,-0.2063401629
RWG015619,51.5202524099,-0.2105603416
RWG015232,51.5119520908,-0.2103387848
RWG015233,51.5118646222,-0.2102170794
RWG015474,51.5219749876,-0.2264144275
RWG015651,51.5093707938,-0.2011921385
RWG015276,51.5117370531,-0.2014736846
RWG015284,51.5183184647,-0.2063599303
RWG014896,51.5262024689,-0.2118889554
RWG014898,51.5258283036,-0.2088501891
RWG015358,51.523171994,-0.2068852063
RWG015360,51.5235224826,-0.2063185296
RWG015541,51.5104656756,-0.2164128998
RWG015543,51.5111211903,-0.2145017112
RWG015545,51.5109860478,-0.2147609299
RWG015575,51.5065665157,-0.2148152184
RWG015654,51.5098737125,-0.1983320942
RWG015655,51.5097298971,-0.1979370976
RWG015120,51.5185251717,-0.2039728204
RWG015126,51.5184218327,-0.2041969484
RWG015130,51.5185150211,-0.2058258287
RWG015155,51.5189786213,-0.2026712141
RWG015367,51.5237748794,-0.2067137982
RWG015368,51.5174407677,-0.2143838795
RWG102447,51.5219548111,-0.2265284871
RWG048143,51.5162921226,-0.2102803198
RWG048147,51.523385234,-0.2216404074
RWG102453,51.5142302489,-0.2175019626
RWG102454,51.5142264277,-0.2173600473
RWG015171,51.5235289944,-0.2168544146
RWG015636,51.5094767802,-0.1964038921
RWG015637,51.5098131657,-0.1966413012
RWG015178,51.5242357697,-0.223214638
RWG015092,51.5143015939,-0.2008005526
RWG015190,51.5124817529,-0.2178665911
RWG015473,51.5219643121,-0.2264762716
RWG015239,51.5160702744,-0.2122968594
RWG015241,51.5128050047,-0.205415937
RWG048149,51.5238799334,-0.2228227669
RWG102455,51.5142555726,-0.2170054557
RWG048150,51.5142530086,-0.2170463805
RWG048191,51.5177419065,-0.2107907246
RWG108210,51.5259334594,-0.2090378955
RWG048155,51.5134010889,-0.2139484548
RWG048156,51.5134629708,-0.2139520054
RWG015258,51.5173949966,-0.2100997919
RWG015369,51.5242982591,-0.2063033087
RWG015370,51.5173640882,-0.2142280818
RWG015371,51.5242345845,-0.206250811
RWG015375,51.5239612683,-0.206073451
RWG044148,51.5021981552,-0.2424082859
RWG102456,51.5138939332,-0.2175274792
RWG048151,51.5138596291,-0.2175313268
RWG048152,51.5129908311,-0.2177098519
RWG015450,51.5223607937,-0.2078730129
RWG015225,51.5120915792,-0.2179076631
RWG015227,51.51427939,-0.2170535836
RWG044159,51.5065985366,-0.2079052024
RWG044160,51.5066875265,-0.2077929432
RWG015377,51.52378713,-0.2061380929
RWG015379,51.5183453887,-0.2104863516
RWG015402,51.5225099959,-0.2072364063
RWG015404,51.5221921286,-0.2064247601
RWG015498,51.5101200653,-0.2103658845
RWG015500,51.5105244776,-0.2097444921
RWG015503,51.5103668196,-0.2099972029
RWG015268,51.5102290103,-0.2021306201
RWG015269,51.5096618955,-0.2041714382
RWG015467,51.5191348847,-0.2100379069
RWG015470,51.5198135817,-0.2258718207
RWG015623,51.5218024529,-0.2109701455
RWG015482,51.510353987,-0.2094752982
RWG015108,51.5171682698,-0.2038270042
RWG015218,51.5158649438,-0.2181973722
RWG015158,51.5188869276,-0.2044234395
RWG015127,51.5178848184,-0.2045968153
RWG015226,51.5122382827,-0.2179051613
RWG015624,51.5218993832,-0.2112018846
RWG015625,51.5239834185,-0.2175048282
RWG044180,51.5087625919,-0.1992344525
RWG015586,51.519644384,-0.2264877912
RWG015396,51.5236072242,-0.204806404
RWG015638,51.511478004,-0.1953274412
RWG015640,51.5147242879,-0.195216132
RWG015261,51.517570376,-0.2100147455
RWG015263,51.5093586966,-0.201462232
RWG015315,51.5163220606,-0.2074098642
RWG048178,51.5111142914,-0.2176964697
RWG048179,51.5177433821,-0.2157519563
RWG015234,51.5134525873,-0.2117613963
RWG015236,51.5138548756,-0.2120636433
RWG014845,51.5167803767,-0.2006850608
RWG102469,51.5182333806,-0.2107501271
RWG102470,51.5182260092,-0.2108286478
RWG015395,51.5232906816,-0.2038835496
RWG014752,51.5135586767,-0.2031894315
RWG102424,51.5167628314,-0.2003604251
RWG102462,51.5029040621,-0.2246713387
RWG102463,51.5029419706,-0.2245589839
RWG102464,51.5029419706,-0.2245589839
RWG102465,51.5031204108,-0.2240230907
RWG044161,51.5065741947,-0.208013579
RWG044162,51.5063895784,-0.2087991155
RWG015641,51.5125593431,-0.1948496815
RWG015642,51.5116201217,-0.1975970561
RWG015644,51.5110005725,-0.1976726072
RWG048297,51.5055401191,-0.2271138293
RWG048298,51.5056875556,-0.2278312045
RWG048344,51.5022093786,-0.2280503327
RWG015441,51.5218095748,-0.2084542624
RWG015445,51.5219061301,-0.2083157022
RWG048201,51.5046282711,-0.2182554246
RWG048203,51.5117339627,-0.2304810182
RWG048266,51.5306215729,-0.2358296367
RWG048345,51.5022346609,-0.2279161131
RWG048346,51.5019227934,-0.2295761654
RWG048347,51.5023782039,-0.2271984013
RWG102467,51.5023969384,-0.2262568593
RWG102479,51.5020580656,-0.2348759569
RWG048341,51.5019917084,-0.2292349562
RWG048343,51.5021727266,-0.2282278749
RWG015538,51.5051154236,-0.2240349666
RWG015540,51.5050846365,-0.2238583731
RWG015542,51.5047192582,-0.2216271278
RWG048204,51.5044913777,-0.2185442476
RWG015087,51.5034597213,-0.2432836838
RWG048350,51.5043077575,-0.2435173903
RWG044145,51.5024495997,-0.226714373
RWG015020,51.5025920769,-0.2260026029
RWG048202,51.5114219036,-0.2304512629
RWG014876,51.5200236004,-0.2114588932
RWG014892,51.5263305488,-0.2132181488
RWG044139,51.5017813162,-0.2413927826
RWG102438,51.5043304704,-0.243842388
RWG015097,51.5042330727,-0.2437027009
RWG044150,51.5023596588,-0.242869616
RWG048304,51.506095965,-0.2305472469
RWG015217,51.5167972494,-0.2172859625
RWG015085,51.5030668818,-0.243077901
RWG014946,51.509347243,-0.2394535526
RWG102480,51.5021546754,-0.2348755764
RWG102481,51.502115123,-0.2350345111
RWG102482,51.5135421501,-0.2286676762
RWG102483,51.513609276,-0.2285580597
RWG015570,51.5082890387,-0.2156658704
RWG048224,51.5042560891,-0.218803347
RWG015548,51.5153327617,-0.238377313
RWG048306,51.5062234553,-0.2318201304
RWG048307,51.5062768225,-0.2323405291
RWG048309,51.5063280269,-0.2328185681
RWG048310,51.5064027962,-0.2339619043
RWG044130,51.500029252,-0.2390464661
RWG044131,51.5011563303,-0.2330294696
RWG044132,51.5011293649,-0.2331098208
RWG048188,51.5117774701,-0.2348372819
RWG102428,51.5008277111,-0.2396502962
RWG048227,51.5116539887,-0.2344468917
RWG048291,51.5049313029,-0.222933905
RWG048292,51.5058401307,-0.2278164485
RWG048293,51.5057869871,-0.2275514446
RWG048302,51.5058487613,-0.228767961
RWG048303,51.5058990371,-0.2291215513
RWG048314,51.5108928962,-0.2290765147
RWG048326,51.5045956259,-0.2234317229
RWG014938,51.5064124541,-0.2394102571
RWG014945,51.5093911398,-0.2394184506
RWG048305,51.5062088793,-0.2316434745
RWG015207,51.5078146211,-0.2244736455
RWG015210,51.5060864336,-0.2245019752
RWG015211,51.5056964363,-0.2239444135
RWG015488,51.5061829646,-0.2314297965
RWG048225,51.5042463078,-0.2191534732
RWG048226,51.5117270848,-0.2344551726
RWG015021,51.5026113563,-0.2258814828
RWG102484,51.5136925428,-0.2284005727
RWG015508,51.5063735013,-0.2388164823
RWG015568,51.509011026,-0.2158835774
RWG015569,51.5087049681,-0.2157451747
RWG044127,51.4996511416,-0.2399951112
RWG015532,51.5077960828,-0.2173548448
RWG015544,51.5045770381,-0.2206956734
RWG044186,51.5091329654,-0.1965073115
RWG044187,51.5092200828,-0.1963078382
RWG015291,51.5175278321,-0.2063877029
RWG015191,51.5133016398,-0.2178118546
RWG048342,51.5021363497,-0.2284439622
RWG015600,51.5193120824,-0.2307283621
RWG014707,51.5091633649,-0.2428684715
RWG014777,51.5321045128,-0.2452106691
RWG048294,51.5048347538,-0.2223452265
RWG015491,51.5064349698,-0.2324072438
RWG014948,51.505965086,-0.2282512698
RWG048299,51.5057143146,-0.2279492351
RWG048301,51.5057813147,-0.2282763276
RWG015645,51.5119763175,-0.2004796658
RWG015440,51.5212367519,-0.2092870997
RWG015352,51.5161315937,-0.2135089742
RWG015353,51.5158160256,-0.2127728268
RWG015354,51.5173179603,-0.2148503544
RWG015464,51.5222346782,-0.208052356
RWG015466,51.5192054511,-0.209719135
RWG015423,51.521657938,-0.2054679672
RWG015161,51.5241997316,-0.2154803522
RWG014955,51.5001331448,-0.2395198484
RWG014956,51.5003965664,-0.2394402776
RWG102435,51.5016957419,-0.2412069164
RWG014840,51.5041816801,-0.232798665
RWG014848,51.5037127752,-0.2325371521
RWG015340,51.5244596178,-0.2099568609
RWG015424,51.5215778803,-0.2053065573
RWG015427,51.5225383168,-0.2074019732
RWG015431,51.5206851884,-0.2073124785
RWG014953,51.5073923007,-0.2405939209
RWG015549,51.515325387,-0.2385042147
RWG014909,51.50404931,-0.2344968967
RWG015084,51.5030176301,-0.2430536222
RWG048336,51.5018749316,-0.2298336779
RWG048338,51.5014269308,-0.2320072888
RWG014954,51.5002077853,-0.2393340654
RWG014957,51.5005125885,-0.2394902268
RWG048186,51.5113678634,-0.2347599801
RWG048187,51.5116065285,-0.2348067976
RWG048290,51.5058807982,-0.2280024469
RWG015486,51.5063510262,-0.2316229475
RWG015487,51.5064083069,-0.2317842503
RWG102437,51.50338318,-0.2432394749
RWG015298,51.5073751224,-0.2081553221
RWG015408,51.5210903319,-0.20326642
RWG015416,51.5201369705,-0.2060976136
RWG015417,51.5202840239,-0.2064429825
RWG015422,51.5212136238,-0.2057860024
RWG015159,51.518853455,-0.2045169566
RWG048287,51.5061469727,-0.2297123643
RWG048288,51.5060952948,-0.229035733
RWG015267,51.509885229,-0.2018201178
RWG015279,51.5104538948,-0.207766824
RWG015280,51.5092174144,-0.2067349302
RWG048122,51.5167194739,-0.1877521041
RWG048093,51.5232711674,-0.1775036322
RWG014996,51.5117532835,-0.1863730394
RWG015119,51.5132024971,-0.1804253824
RWG015121,51.512942629,-0.1808774034
RWG048092,51.5285560819,-0.1487511906
RWG015017,51.5220662775,-0.1988783366
RWG015429,51.5243474663,-0.185199281
RWG048244,51.5250370618,-0.1626554814
RWG048355,51.5152692497,-0.1940114047
RWG015435,51.5109370374,-0.1872277945
RWG015160,51.531234424,-0.2327364046
RWG102432,51.5015127344,-0.2401933714
RWG015605,51.5073013144,-0.2111542982
RWG014837,51.5193558057,-0.168985176
RWG048117,51.5162544924,-0.1871974519
RWG048118,51.5163028126,-0.1874820815
RWG015149,51.5117175755,-0.1789087981
RWG048134,51.5170184635,-0.1829493819
RWG048320,51.5141608503,-0.1676281395
RWG048357,51.5137553224,-0.1712265635
RWG000405,51.5481416387,-0.1808601813
RWG015410,51.5199030929,-0.1627853684
RWG048012,51.5192457816,-0.1631556152
RWG048026,51.516150363,-0.1634044573
RWG048050,51.5278932056,-0.174516084
RWG048037,51.5313194954,-0.1712016412
RWG048014,51.5187778776,-0.1652062557
RWG048023,51.5166286411,-0.1642561302
RWG014858,51.5173350391,-0.201457554
RWG048039,51.5347057956,-0.1686970835
RWG015333,51.5120410597,-0.1913642498
RWG048103,51.5152803986,-0.1881325542
RWG048243,51.5251597816,-0.1627194242
RWG015022,51.5229678095,-0.1967192061
RWG048136,51.5159440717,-0.1814079579
RWG015409,51.5198181355,-0.1632305818
RWG048257,51.5240040943,-0.1693336124
RWG015264,51.5096061787,-0.2016188989
RWG015044,51.5144891539,-0.1666099085
RWG015030,51.524797814,-0.202897193
RWG015664,51.5132499827,-0.1608937002
RWG014872,51.5227648777,-0.1713701064
RWG015265,51.5097961582,-0.2017560937
RWG108209,51.5258242976,-0.208456277
RWG000406,51.5471099717,-0.179905184
RWG014862,51.5215881609,-0.2121791822
RWG015112,51.5175273003,-0.2035519174
RWG015113,51.5177835629,-0.2035596914
RWG048033,51.5337104483,-0.1710500613
RWG048036,51.5313607974,-0.1711109357
RWG048097,51.5153198599,-0.1922135385
RWG014854,51.5198924991,-0.2130393906
RWG048242,51.5156219557,-0.2156400515
RWG048080,51.5231727698,-0.1694456175
RWG015332,51.5110884726,-0.1896616167
RWG015428,51.5244763694,-0.1851697502
RWG048112,51.5251102962,-0.1603244982
RWG048115,51.5163119991,-0.1869693913
RWG048116,51.5162878948,-0.1870746814
RWG015019,51.5120826165,-0.1840951285
RWG048013,51.5188831432,-0.1650228093
RWG015153,51.5143752833,-0.1753222324
